counter,RA,DEC,G_MAG_AB,R_MAG_AB,Y_MAG_AB,J_MAG_AB,H_MAG_AB,K_MAG_AB,ch1_mag,ch2_mag,gj,rj,jk,rk,Fpk,Hpk,redshift,specObjID,class,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID,mode,q_mode,class_x,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_x
45,11.819037,0.380541,22.5392,21.1434,19.91221,19.479342,18.916168,18.47449,18.79018,18.857439,3.059858,1.6640584,1.0048522,2.6689105,-999.0,-999.0,-999.0,Gemini18B,QSO??,J004716.56+002249.9,11.819037,0.380541,0.499,0.449,121.0,16.163,15.265,11.817,8.172,,,,0.088,0.159,0.357,,,,,121100001241019808,0,0,1nnn,ABCU,,0.34953,11.819014,0.380419,0.059,0.059,90.0,1237663204382474778,2,,3,J004716.56+002249.5,,68987912448,2003.7353,3,25.337,1.068,22.487,0.142,21.032,0.066,20.299,0.052,19.766,0.134,,,,,,,,,,,0,,,,0.445888
46,12.161527,0.28031,21.9223,21.5359,20.1275,19.552826,19.139894,18.81935,18.422325,18.116707,2.3694742,1.983074,0.7334765,2.7165504,-999.0,-999.0,-999.0,0,none,J004838.76+001649.1,12.161527,0.28031,0.191,0.169,121.0,15.874,14.736,11.39,8.704,,,,0.071,0.106,0.241,0.442,,,,121100001241021111,0,0,03nn,AABC,,0.152352,12.161527,0.280294,0.067,0.053,90.0,1237660236574622429,2,,3,J004838.76+001649.0,*,68987912192,2002.8316,3,22.839,0.494,21.89,0.091,21.273,0.083,20.732,0.079,20.144,0.206,,,,,,,,,,,0,,,,0.056953
47,12.242047,-0.259671,24.0693,21.428,20.205864,19.821133,19.118395,18.69751,18.420877,18.223461,4.2481666,1.6068666,1.1236228,2.7304893,-999.0,-999.0,999.0,NIRES092318,?,J004858.09-001534.8,12.242047,-0.259671,0.216,0.197,121.0,15.831,15.462,11.985,8.697,,,,0.073,0.21,0.411,,,,,121100001241008545,0,0,0nnn,ABCU,,0.274632,12.24206,-0.25966,0.162,0.094,90.0,1237646646734422531,2,,3,J004858.09-001534.7,,281543964623616,1998.8835,1,22.381,0.599,23.521,0.814,20.854,0.139,20.07,0.112,19.225,0.214,,,,,,,,,,,0,,,,0.060213
48,12.480781,-0.786624,23.137,21.459,20.070227,19.792374,19.226503,18.75854,18.96958,19.012737,3.3446252,1.6666257,1.0338343,2.70046,-999.0,-999.0,-999.0,0,none,J004955.38-004711.8,12.480781,-0.786624,0.474,0.428,126.0,16.149,15.59,12.051,8.482,,,,0.078,0.22,0.391,,,,,121001601241029253,0,0,0nnn,ABCU,,0.06541,12.480799,-0.786637,0.087,0.063,0.0,1237660222616764812,2,,3,J004955.39-004711.8,,68987912960,2002.8289,3,25.125,0.993,22.863,0.184,21.462,0.087,20.805,0.073,20.49,0.198,,,,,,,,,,,0,,,,0.079517
49,12.515489,-0.202029,22.9633,21.5985,19.41552,18.999687,18.589474,18.230623,18.57537,18.57858,3.9636133,2.5988119,0.76906383,3.3678756,-999.0,-999.0,-999.0,Gemini,none,J005003.71-001207.3,12.515489,-0.202029,0.288,0.263,122.0,15.305,15.255,12.019,8.809,,,,0.05,0.169,0.439,,,,,121100001241009595,h000,0,2nnn,ABCU,,0.260807,12.515468,-0.202057,0.079,0.071,0.0,1237656907434295772,2,,3,J005003.71-001207.4,*,68987912192,2001.7888,3,22.382,0.383,21.742,0.097,20.421,0.046,19.604,0.036,19.05,0.085,,,,,,,,,,,0,,,,0.127132
50,12.585739,-0.430182,22.78,21.1146,19.916998,19.537792,18.88238,18.449102,18.361729,18.370527,3.2422082,1.5768068,1.0886897,2.6654963,-999.0,-999.0,-999.0,0,none,J005020.57-002548.6,12.585739,-0.430182,0.374,0.34,122.0,15.609,15.514,11.887,8.568,,,,0.063,0.215,0.348,0.399,,,,121100001241011022,0,0,0nnn,ABBC,,0.277055,12.585716,-0.430206,0.099,0.051,90.0,1237653011905118579,2,,3,J005020.57-002548.7,,68987912960,2000.754,3,24.521,1.753,22.251,0.172,20.899,0.073,19.976,0.045,19.628,0.135,,,,,,,,,,,0,,,,0.120076
51,12.702896,0.456551,21.8593,21.2488,20.038279,19.534382,19.237791,18.31422,16.821789,16.27835,2.3249185,1.7144182,1.2201613,2.9345794,1.0799999,0.71,-999.0,0,none,J005048.69+002723.5,12.702896,0.456551,0.128,0.123,112.0,14.313,12.855,9.836,6.795,,,,0.032,0.034,0.088,0.107,,,,121100001241023720,0,0,01nn,AAAA,,0.074692,12.7029,0.456511,0.059,0.054,90.0,1237663527060767060,2,,3,J005048.69+002723.4,,68987912192,2003.8091,3,22.919,0.463,21.809,0.079,21.16,0.074,20.564,0.066,19.99,0.139,,,,,,,,,,,0,,,,0.145821
52,13.01886,0.331275,22.1481,20.9057,19.13795,19.150032,18.646292,18.090773,17.164408,16.80752,2.9980676,1.7556684,1.0592593,2.8149276,-999.0,-999.0,-999.0,0,none,J005204.52+001952.5,13.01886,0.331275,0.077,0.073,116.0,14.592,13.271,10.737,7.908,,,,0.034,0.045,0.189,,,,,136100001241018645,0,0,0nnn,AABU,,0.294363,13.018872,0.331248,0.049,0.042,0.0,1237660008943452555,2,,3,J005204.52+001952.4,,68987912192,2002.7744,3,23.097,0.622,22.432,0.123,20.924,0.056,20.048,0.036,19.725,0.111,,,,,,,,,,,0,,,,0.105078
53,13.157028,0.376302,23.4212,21.7223,19.89816,19.65363,18.786823,18.301104,17.348104,17.021675,3.7675703,2.06867,1.3525256,3.4211955,-999.0,-999.0,-999.0,0,none,J005237.68+002234.6,13.157028,0.376302,0.162,0.151,124.0,14.812,13.582,11.248,8.44,,,,0.034,0.052,0.248,0.426,,,,136100001241020034,0,0,0nnn,AABC,,0.051195,13.157033,0.376263,0.108,0.065,0.0,1237663204383064602,2,,3,J005237.68+002234.5,,268435712,2003.7354,3,25.066,1.051,23.121,0.223,21.839,0.112,20.742,0.068,20.266,0.184,,,,,,,,,,,0,,,,0.1422
54,13.30278,0.007961,21.026,20.8156,19.17028,18.985386,18.43304,18.093754,18.002626,18.075323,2.040613,1.8302133,0.89163196,2.7218451,-999.0,-999.0,-999.0,0,none,J005312.66+000028.6,13.30278,0.007961,0.224,0.21,134.0,15.248,14.9,11.425,8.686,,,,0.039,0.187,,,,,,136100001241016236,0,0,0nnn,ABUU,,0.378341,13.302797,0.00797,0.063,0.055,0.0,1237676325497209328,2,,3,J005312.67+000028.6,,68987912192,2007.8856,2,23.449,2.91,21.269,0.197,19.742,0.053,19.22,0.038,18.801,0.078,,,,,,,4.5,4.3,4.9,4.3,0,,,,0.068902
55,13.611662,0.244204,21.9034,20.5287,19.514503,18.972878,18.324804,17.761864,17.752895,17.750784,2.9305227,1.5558221,1.2110137,2.7668357,1.02,0.75,999.0,TSPEC082718,??,J005426.79+001439.1,13.611662,0.244204,0.185,0.171,124.0,14.963,14.436,10.45,7.836,,,,0.036,0.086,0.091,0.237,,,,136100001241021187,0,0,201n,AAAB,,0.334097,13.611691,0.244151,0.065,0.053,90.0,1237660008943714711,2,,3,J005426.80+001438.9,*,68988044032,2002.7744,3,24.152,1.436,21.942,0.109,20.576,0.052,19.806,0.038,19.349,0.11,,,,,,,,,,,0,,,,0.219458
56,26.80157,0.748172,22.9546,21.197,20.276417,19.533281,19.029354,18.521955,18.486404,18.569769,3.4213178,1.6637189,1.0113257,2.6750445,-999.0,-999.0,-999.0,Gemini18B,none,J014712.37+004453.4,26.80157,0.748172,0.266,0.244,129.0,15.597,15.256,12.584,9.346,,,,0.047,0.099,0.392,,,,,272100001241036121,0,0,10nn,AACU,,0.105282,26.801568,0.748166,0.278,0.131,0.0,1237663505589273293,2,,3,J014712.37+004453.3,*,217164284160,2003.8065,3,24.363,1.606,22.942,0.33,21.203,0.107,20.268,0.078,19.418,0.126,,,,,,,,,,,0,,,,0.023261
57,26.852266,0.258071,22.1109,21.0349,19.865736,19.447983,18.967905,18.277002,16.9584,16.33638,2.6629179,1.5869176,1.1709803,2.7578979,-999.0,-999.0,-999.0,TSPEC082818,none,J014724.54+001529.0,26.852266,0.258071,0.107,0.102,142.0,14.434,12.945,10.059,7.565,,,,0.029,0.028,0.046,0.114,,,,272100001241025548,0,0,011n,AAAB,,0.281286,26.852262,0.258073,0.08,0.066,0.0,1237663505052402125,2,,3,J014724.54+001529.0,*,68987912448,2003.8065,3,23.205,0.885,21.937,0.128,20.791,0.07,20.304,0.071,20.106,0.255,,,,,,,,,,,0,,,,0.015387
58,27.517088,-0.815251,22.9078,21.7119,19.856508,19.672216,19.347776,18.832945,18.857979,18.336483,3.235584,2.039684,0.8392714,2.8789554,-999.0,-999.0,-999.0,0,none,J015004.10-004854.9,27.517088,-0.815251,0.33,0.298,116.0,16.344,15.024,11.159,7.969,,,,0.076,0.081,0.107,0.145,,,,272001601241031600,0,0,11n1,AAAB,,1.077479,27.517195,-0.815212,0.084,0.048,90.0,1237646646204236352,2,,6,J015004.12-004854.7,,68987912960,1998.8836,3,23.993,0.798,22.419,0.124,21.46,0.09,20.948,0.086,19.854,0.121,,,,,,,,,,,0,,,,0.410923
59,27.635375,0.976219,22.3923,21.8449,20.239573,19.753225,19.13292,18.826435,18.119349,17.587133,2.639074,2.0916746,0.9267901,3.0184646,-999.0,-999.0,-999.0,0,none,J015032.48+005834.3,27.635375,0.976219,0.203,0.186,123.0,15.757,14.1,10.991,8.36,,,,0.05,0.043,0.095,0.235,,,,272101501241001747,0,0,111n,AAAB,,0.320699,27.635396,0.97627,0.217,0.101,90.0,1237676326577242539,2,,6,J015032.49+005834.5,,281709320864512,2007.8857,2,23.599,2.029,22.026,0.244,21.528,0.16,20.76,0.091,20.935,0.306,,,,,,,,,,,0,,,,0.197566
60,27.740159,0.561976,22.7847,21.6376,19.834211,19.890991,19.534481,18.848858,18.083433,17.689007,2.893709,1.7466085,1.0421332,2.7887416,-999.0,-999.0,-999.0,0,none,J015057.63+003343.1,27.740159,0.561976,0.171,0.158,117.0,15.384,14.155,10.745,8.126,,,,0.041,0.042,0.073,0.168,,,,272100001241031698,0,0,111n,AAAB,,0.117776,27.740206,0.561929,0.077,0.068,0.0,1237660224234062322,2,,3,J015057.64+003342.9,,68987912448,2002.829,3,23.558,0.725,22.708,0.174,21.605,0.1,20.504,0.056,19.974,0.121,,,,,,,,,,,0,,,,0.239322
61,27.80293,-0.699818,23.1224,21.4989,19.94741,19.827023,19.214396,18.819948,18.81853,18.772259,3.2953775,1.6718767,1.0070742,2.6789508,-999.0,-999.0,-999.0,0,none,J015112.70-004159.3,27.80293,-0.699818,0.328,0.3,127.0,16.037,15.844,12.602,9.102,,,,0.057,0.141,,,,,,272100001241000265,0,0,0nnn,ABUU,,0.065965,27.802963,-0.699811,0.111,0.097,90.0,1237660334261273394,2,,3,J015112.71-004159.3,*,68987912192,2002.8508,3,25.67,0.812,23.881,0.433,21.465,0.111,20.369,0.071,19.886,0.173,,,,,,,,,,,0,,,,0.121603
62,28.218064,0.419364,22.7449,21.1421,19.733086,19.34337,18.922548,18.539125,18.166182,18.034271,3.401529,1.7987287,0.8042449,2.6029735,-999.0,-999.0,-999.0,0,none,J015252.33+002509.7,28.218064,0.419364,0.165,0.154,129.0,14.806,14.732,12.913,9.347,,,,0.032,0.063,,,,,,287100001241024407,0,0,11nn,AAUU,,1.748717,28.217929,0.419694,0.185,0.122,90.0,1237666636083495369,2,,3,J015252.30+002510.8,*,35191116530448,2004.8413,2,22.843,1.221,24.88,2.162,20.85,0.113,19.906,0.058,19.325,0.138,,,,,,,,,,,0,,,,1.282816
63,28.218064,0.419364,22.7449,21.1878,19.733086,19.34337,18.922548,18.539125,18.166182,18.034271,3.401529,1.8444288,0.8042449,2.6486735,-999.0,-999.0,-999.0,0,none,J015252.33+002509.7,28.218064,0.419364,0.165,0.154,129.0,14.806,14.732,12.913,9.347,,,,0.032,0.063,,,,,,287100001241024407,0,0,11nn,AAUU,,1.748717,28.217929,0.419694,0.185,0.122,90.0,1237666636083495369,2,,3,J015252.30+002510.8,*,35191116530448,2004.8413,2,22.843,1.221,24.88,2.162,20.85,0.113,19.906,0.058,19.325,0.138,,,,,,,,,,,0,,,,1.282816
64,28.404683,-0.63696,22.9359,21.9708,19.698969,19.662199,18.90244,18.596663,19.040916,19.135971,3.2737005,2.3086011,1.0655364,3.3741374,-999.0,-999.0,-999.0,Gemini18B,none,J015337.12-003813.0,28.404683,-0.63696,0.377,0.344,122.0,16.165,15.833,12.975,8.837,,,,0.064,0.15,,,,,,287100001241005086,0,0,1nnn,ABUU,,0.216149,28.404696,-0.636999,0.085,0.065,90.0,1237646646204629673,2,,3,J015337.12-003813.1,*,68987912448,1998.8836,3,25.508,0.773,22.819,0.193,21.185,0.079,20.369,0.06,19.987,0.163,,,,,,,,,,,0,,,,0.147203
66,28.885237,0.007619,22.0488,21.0772,19.757774,19.253906,18.795546,18.28835,18.618723,18.49646,2.794893,1.8232934,0.965557,2.7888503,-999.0,-999.0,-999.0,0,none,J015532.45+000027.4,28.885237,0.007619,0.317,0.286,120.0,16.011,15.477,11.291,9.122,,,,0.059,0.119,0.112,,,,,287100001241019681,0,0,110n,ABBU,,0.108418,28.885228,0.007611,0.042,0.037,90.0,1237659755530224014,2,,3,J015532.45+000027.3,*,68987912448,2002.6788,1,23.571,0.865,22.019,0.097,20.778,0.049,20.14,0.042,19.699,0.132,,,,,,,,,,,0,,,,0.041917
67,28.886852,0.109472,22.5862,21.2838,19.826738,19.543222,19.21128,18.550753,18.114252,18.003977,3.042978,1.7405775,0.99246967,2.733047,-999.0,-999.0,-999.0,Gemini18B,none,J015532.84+000634.0,28.886852,0.109472,0.221,0.201,123.0,15.522,14.766,11.005,8.545,,,,0.045,0.068,0.087,0.235,,,,287100001241019539,0,0,121n,AAAB,,0.122994,28.886855,0.109463,0.113,0.09,90.0,1237660786310644045,2,,3,J015532.84+000634.0,*,68987912448,2003.001,3,23.315,0.758,22.327,0.142,21.206,0.091,20.326,0.064,19.761,0.158,,,,,,,,,,,0,,,,0.034267
68,29.103484,-0.249584,22.6757,22.2178,20.456907,19.703093,18.97996,18.6483,17.489199,16.820826,2.9726064,2.5147073,1.0547923,3.5694995,-999.0,-999.0,1.528,NIRES080418_0922,QSO,J015624.83-001458.5,29.103484,-0.249584,0.135,0.13,132.0,14.985,13.428,10.707,8.267,,,,0.035,0.032,0.074,0.206,,,,287100001241013058,0,0,110n,AAAB,,0.440094,29.103515,-0.249592,0.131,0.086,0.0,1237646505006268915,2,,6,J015624.84-001458.5,*,68988043264,1998.8727,3,22.333,0.248,22.135,0.115,21.941,0.147,21.041,0.117,20.193,0.2,,,,,,,,,,,0,,,,0.113955
69,29.225394,-0.283087,23.359,22.0483,20.454084,19.548601,19.595116,18.845137,17.718231,17.39633,3.8103979,2.4996984,0.7034644,3.2031627,-999.0,-999.0,-999.0,0,none,J015654.09-001659.1,29.225394,-0.283087,0.173,0.165,124.0,15.224,14.234,11.59,8.518,,,,0.038,0.046,0.15,0.236,,,,287100001241014652,0,0,11nn,AABB,,0.069403,29.225413,-0.283085,0.372,0.109,0.0,1237653011912393626,2,,3,J015654.09-001659.1,,68988044032,2000.7542,3,23.016,0.687,23.668,0.508,21.732,0.142,20.719,0.078,20.192,0.203,,,,,,,,,,,0,,,,0.069852
70,29.320905,-0.716429,23.0052,21.752,20.066425,19.505253,19.07873,18.617168,17.698195,17.794424,3.4999464,2.2467477,0.8880843,3.134832,-999.0,-999.0,-999.0,NIRES092218,none,J015717.01-004259.1,29.320905,-0.716429,0.174,0.162,121.0,15.031,14.574,12.014,9.036,,,,0.036,0.057,0.214,0.375,,,,287100001241000107,0,0,11nn,AABC,,0.195878,29.320886,-0.716427,0.393,0.118,0.0,1237660334261928795,2,,3,J015717.01-004259.1,,281543964754176,2002.8508,3,25.398,1.919,22.977,0.429,21.095,0.157,20.191,0.127,19.288,0.218,,,,,,,,,,,0,,,,0.069069
71,29.355862,-0.854057,22.4808,21.2006,19.952055,19.570675,19.041164,18.556599,17.626598,17.351961,2.9101255,1.6299245,1.0140761,2.6440005,-999.0,-999.0,0.583,Gemini18B,QSO,J015725.40-005114.6,29.355862,-0.854057,0.148,0.14,124.0,14.99,13.854,11.032,8.059,,,,0.035,0.038,0.092,0.152,,,,287001601241032062,0,0,01nn,AAAB,,0.102921,29.355871,-0.854066,0.055,0.054,0.0,1237663202779529558,2,,3,J015725.40-005114.6,*,404689267065176,2003.7355,3,24.734,1.171,22.704,0.214,21.142,0.073,20.362,0.093,19.957,0.153,,,,,,,,,,,0,,,,0.045758
72,29.36152,-0.160676,22.6741,21.3599,20.655806,19.746346,19.029999,18.470629,18.689508,18.614697,2.927755,1.6135538,1.2757167,2.8892703,-999.0,-999.0,-999.0,Gemini18B,none,J015726.76-000938.4,29.36152,-0.160676,0.308,0.286,119.0,15.904,15.501,12.008,9.231,,,,0.055,0.121,0.223,0.491,,,,287100001241014770,0,0,01nn,ABBC,,0.278759,29.361537,-0.160668,0.094,0.065,0.0,1237666339194536913,2,,3,J015726.76-000938.4,,140806476398848,2004.7322,3,23.156,0.879,22.867,0.253,21.231,0.089,20.56,0.077,20.027,0.197,,,,,,,,,,,0,,,,0.067969
73,29.498614,-0.710669,22.4548,21.1398,19.75863,19.330526,18.873207,18.43902,18.770966,18.723246,3.124273,1.8092725,0.8915061,2.7007785,-999.0,-999.0,-999.0,Gemini18B,AGN,J015759.66-004238.4,29.498614,-0.710669,0.301,0.278,118.0,16.108,15.299,11.105,8.579,,,,0.061,0.09,0.097,0.258,,,,302100001241006918,0,0,311n,AAAB,,0.197307,29.498618,-0.710708,0.094,0.067,0.0,1237663525457494513,2,,3,J015759.66-004238.5,*,35255507485200,2003.8092,3,23.839,1.144,22.558,0.174,21.059,0.076,20.322,0.059,20.15,0.18,,,,,,,,,,,0,,,,0.140409
74,29.58792,0.464661,22.806,21.9611,19.966055,19.82468,19.153103,18.769571,17.981083,17.459742,2.9813192,2.136419,1.0551089,3.1915278,1.43,1.35,1.352,NIRES091818,QSO,J015821.10+002752.7,29.58792,0.464661,0.183,0.171,117.0,15.402,14.065,11.183,9.017,,,,0.043,0.044,0.11,0.398,,,,302100001241025209,0,0,00nn,AABC,,0.182069,29.58793,0.464655,0.097,0.076,0.0,1237663892105659091,2,,3,J015821.10+002752.7,*,68987912448,2003.9076,3,23.125,0.463,22.816,0.196,22.107,0.132,21.222,0.091,20.618,0.181,,,,,,,,,,,0,,,,0.042652
75,29.781135,-0.007804,22.7116,21.8037,19.41448,18.999475,18.597271,18.190443,18.31191,18.279144,3.7121236,2.8042238,0.8090323,3.613256,-999.0,-999.0,999.0,TSPEC082918,NL??,J015907.47-000028.0,29.781135,-0.007804,0.208,0.191,124.0,15.333,14.799,11.17,8.855,,,,0.042,0.065,0.109,0.342,,,,302100001241023590,0,0,000n,AABB,,0.786312,29.781049,-0.007827,0.105,0.07,90.0,1237666725714854162,2,,3,J015907.45-000028.1,,68987912448,2004.8605,2,21.671,0.399,20.691,0.076,19.418,0.039,18.903,0.036,18.595,0.105,,,,,,,,,,,0,,,,0.319983
76,29.792253,1.024012,22.8906,21.6125,19.566975,19.465324,19.37619,18.71226,18.106535,18.053753,3.4252756,2.1471746,0.753065,2.9002395,-999.0,-999.0,999.0,NIRES091818,??,J015910.14+010126.4,29.792253,1.024012,0.219,0.205,129.0,15.452,14.659,11.712,9.04,,,,0.044,0.064,0.172,,,,,302101501241004673,0,0,11nn,AABU,,0.058627,29.792264,1.024025,0.105,0.089,90.0,1237660224771850613,2,,3,J015910.14+010126.4,*,68987912448,2002.829,3,24.068,0.985,22.795,0.163,21.7,0.104,20.537,0.058,19.944,0.116,,,,,,,,,,,0,,,,0.061823
77,29.891373,0.375262,23.6137,21.6956,20.33918,19.909418,19.26813,18.669964,18.890892,18.727045,3.7042825,1.7861822,1.2394542,3.0256362,-999.0,-999.0,999.0,NIRES092318,?,J015933.92+002230.9,29.891373,0.375262,0.288,0.264,123.0,15.847,15.554,11.306,8.568,,,,0.052,0.123,0.121,0.284,,,,302100001241026898,00pp,0,00nn,ABBB,,0.45188,29.891374,0.375277,0.114,0.112,0.0,1237666301083517814,2,,3,J015933.92+002230.9,*,217164415232,2004.7266,1,23.657,1.085,24.106,0.482,21.866,0.13,21.233,0.098,20.309,0.187,,,,,,,,,,,0,,,,0.054244
78,29.979716,-0.854771,23.4811,21.598,20.37697,20.087072,19.343431,18.828447,18.016905,17.624575,3.3940275,1.510927,1.2586249,2.7695518,-999.0,-999.0,-999.0,0,none,J015955.13-005117.1,29.979716,-0.854771,0.197,0.181,124.0,15.482,14.373,11.984,9.044,,,,0.042,0.049,0.207,0.376,,,,302001601241036755,0,0,00nn,AABC,,0.227331,29.979751,-0.854813,0.238,0.061,0.0,1237666406844924839,2,,3,J015955.14-005117.3,*,68988043520,2004.7758,3,23.115,0.872,22.843,0.313,21.146,0.108,20.407,0.078,19.728,0.167,,,,,,,,,,,0,,,,0.196242
79,30.00136,-0.421775,22.7116,21.4309,20.275082,19.648737,19.240614,18.807434,18.86826,18.902428,3.0628622,1.7821634,0.84130275,2.623466,-999.0,-999.0,-999.0,0,none,J020000.32-002518.3,30.00136,-0.421775,0.333,0.308,129.0,16.102,15.7,11.573,9.219,,,,0.06,0.134,0.14,0.449,,,,302100001241010063,0,0,1nnn,ABBC,,0.41255,30.00141,-0.421826,0.32,0.147,90.0,1237657869490127553,2,,3,J020000.33-002518.5,,439873639153920,2002.0373,3,24.621,1.526,22.534,0.223,21.336,0.127,20.506,0.078,19.917,0.175,,,,,,,,,,,0,,,,0.257136
80,30.559451,-0.296813,21.8464,21.402,20.201174,19.581646,19.269642,18.770527,17.991934,18.009,2.264753,1.8203542,0.81111896,2.631473,67.49,37.32,-999.0,0,none,J020214.26-001748.5,30.559451,-0.296813,0.24,0.221,125.0,15.506,14.811,12.084,9.298,,,,0.046,0.071,0.247,0.523,,,,302100001241013223,0,0,11nn,AABC,,0.350966,30.559535,-0.296801,0.172,0.155,90.0,1237646505006924243,2,,3,J020214.28-001748.4,*,68987912960,1998.8727,3,23.106,0.677,22.003,0.135,21.533,0.147,20.57,0.097,19.717,0.199,,,,,,,,,,,0,,,,0.305515
81,30.587691,-0.51119,22.1663,20.5981,19.52792,18.963036,18.362194,17.929186,17.917034,17.790567,3.203264,1.6350648,1.0338496,2.6689143,-999.0,-999.0,999.0,TSPEC082718,??,J020221.04-003040.2,30.587691,-0.51119,0.176,0.164,121.0,15.199,14.667,10.692,8.601,,,,0.036,0.063,0.071,0.271,,,,302100001241001816,0,0,110n,AAAB,,0.380888,30.587648,-0.511207,0.176,0.075,90.0,1237646586077512265,2,,3,J020221.03-003040.3,*,68987912960,1998.8781,3,25.642,0.943,22.095,0.136,20.35,0.051,19.705,0.041,19.119,0.091,,,,,,,,,,,0,,,,0.166405
82,30.902394,0.69771,22.9165,21.3897,20.034975,19.685446,18.994858,18.74491,19.061583,19.056417,3.231054,1.7042539,0.9405364,2.6447902,-999.0,-999.0,-999.0,NIRES092218,none,J020336.57+004151.7,30.902394,0.69771,0.38,0.35,119.0,16.194,15.787,11.808,8.699,,,,0.067,0.15,0.188,,,,,302100001241033450,0,0,1nnn,ABBU,,0.087702,30.902391,0.697696,0.066,0.059,90.0,1237663505591042534,2,,3,J020336.57+004151.7,*,68987912448,2003.8065,3,24.218,0.947,22.81,0.178,21.535,0.088,20.821,0.08,20.264,0.165,,,,,,,,,,,0,,,,0.0505
83,31.118018,0.487049,23.1015,21.9574,20.379364,19.898903,19.585093,18.881916,18.236177,18.039913,3.2025964,2.0584962,1.0169867,3.0754828,-999.0,-999.0,-999.0,0,none,J020428.32+002913.3,31.118018,0.487049,0.201,0.186,126.0,15.397,14.418,11.324,8.173,,,,0.043,0.053,0.124,0.189,,,,317100001241040027,0,0,011n,AABB,,0.815643,31.117833,0.487058,0.167,0.132,0.0,1237646506080927850,2,,6,J020428.27+002913.4,*,246361740153616,1998.8727,3,24.207,1.0,24.912,0.871,21.841,0.153,21.242,0.144,20.646,0.294,,,,,,,,,,,0,,,,0.668055
84,31.211775,0.078025,22.6148,21.0828,20.213615,19.535616,18.97197,18.428946,18.410091,18.439005,3.0791833,1.5471838,1.1066703,2.653854,-999.0,-999.0,-999.0,Gemini18B,none,J020450.82+000440.8,31.211775,0.078025,0.262,0.239,118.0,15.677,15.327,12.752,8.921,,,,0.047,0.099,0.439,,,,,317100001241023647,0,0,11nn,AACU,,0.141876,31.211847,0.078005,0.118,0.1,0.0,1237646505544122930,2,,3,J020450.84+000440.8,,68987912960,1998.8727,3,25.34,1.19,22.703,0.265,20.832,0.087,19.962,0.064,19.27,0.143,,,,,,,,,,,0,,,,0.268833
85,31.265457,-0.057037,22.6001,21.6243,20.097383,19.601007,18.935972,18.88011,18.199638,17.766153,2.9990919,2.0232923,0.72089756,2.7441897,26.39,19.23,-999.0,0,none,J020503.70-000325.3,31.265457,-0.057037,0.207,0.191,118.0,15.607,14.442,11.762,9.303,,,,0.045,0.05,0.167,0.517,,,,317100001241023638,d000,0,00nn,AABC,,0.158778,31.265465,-0.057032,0.14,0.131,0.0,1237666498088338083,2,,3,J020503.71-000325.3,*,68987912960,2004.7923,1,23.943,1.122,22.605,0.193,21.743,0.146,20.552,0.065,20.241,0.176,,,,,,,,,,,0,,,,0.033087
86,31.356155,1.035385,22.4725,21.5082,20.364761,19.950455,19.284063,18.821999,17.087954,16.438395,2.522045,1.5577447,1.128456,2.6862006,95.87,68.43,-999.0,0,none,J020525.47+010207.3,31.356155,1.035385,0.105,0.099,128.0,14.628,12.967,9.607,7.222,,,,0.031,0.028,0.033,0.084,,,,317101501241004735,0,0,0,AAAA,,0.216999,31.356155,1.035388,0.136,0.127,0.0,1237667135341527608,2,,3,J020525.47+010207.3,*,217231393096,2004.948,3,22.052,0.497,22.331,0.214,21.067,0.104,20.423,0.092,19.774,0.21,,,,,,,,,,,0,,,,0.00992
87,31.790953,0.999991,22.8359,21.5775,20.149899,20.065105,19.6877,18.785833,17.80008,17.530842,2.7707937,1.5123937,1.279272,2.7916656,-999.0,-999.0,0.614,NIRES092318,QSO,J020709.82+005959.9,31.790953,0.999991,0.178,0.168,131.0,15.246,14.211,11.139,8.328,,,,0.039,0.047,0.102,0.217,,,,317101501241003233,0,0,010n,AAAB,,0.134203,31.790956,0.999985,0.085,0.055,0.0,1237659756605211124,2,,3,J020709.82+005959.9,,68987912448,2002.6788,1,25.045,1.062,22.887,0.187,21.721,0.094,20.833,0.071,20.404,0.177,,,,,,,,,,,0,,,,0.024267
88,32.064564,0.405638,22.1142,21.132,19.65821,19.566977,18.990438,18.530066,17.7003,17.527111,2.5472238,1.5650232,1.0369109,2.601934,-999.0,-999.0,0.551,Gemini18B,QSO,J020815.49+002420.2,32.064564,0.405638,0.204,0.192,136.0,15.4,14.531,11.762,9.165,,,,0.041,0.059,0.174,0.495,,,,317100001241030063,0,0,11nn,AABC,,0.477458,32.064618,0.405638,0.047,0.042,90.0,1237666301084500253,2,,3,J020815.50+002420.2,*,68988043520,2004.7266,1,22.485,0.364,22.096,0.096,20.947,0.056,20.136,0.04,20.216,0.18,,,,,,,,,,,0,,,,0.194797
